Target,CAMEOCode,Date,Source,Region,
LS,Education,10/30/2012 12:00:00 AM,LS,,
LS,"Water, sanitation and flood protection",09/10/2012 12:00:00 AM,DE,,
LR,Transportation,07/09/2012 12:00:00 AM,LR,,
LR,Transportation,09/13/2012 12:00:00 AM,LR,,
LR,Transportation,07/18/2012 12:00:00 AM,GH,,
LR,"Public Administration, Law, and Justice",09/04/2012 12:00:00 AM,LR,,
LR,Energy and mining,11/15/2012 12:00:00 AM,CA,,
LR,"Public Administration, Law, and Justice",08/08/2012 12:00:00 AM,LR,,
LR,"Public Administration, Law, and Justice",07/10/2012 12:00:00 AM,LR,,
LR,Transportation,09/20/2012 12:00:00 AM,LR,,
LR,"Public Administration, Law, and Justice",09/03/2012 12:00:00 AM,LR,,
LR,"Public Administration, Law, and Justice",07/10/2012 12:00:00 AM,UG,,
LR,"Public Administration, Law, and Justice",07/10/2012 12:00:00 AM,GH,,
LR,"Public Administration, Law, and Justice",07/10/2012 12:00:00 AM,LR,,
LR,"Public Administration, Law, and Justice",08/01/2012 12:00:00 AM,GH,,
LR,"Public Administration, Law, and Justice",10/05/2012 12:00:00 AM,LR,,
LR,Transportation,09/13/2012 12:00:00 AM,LR,,
LR,Transportation,09/13/2012 12:00:00 AM,LR,,
LR,"Agriculture, fishing, and forestry",10/10/2012 12:00:00 AM,GB,,
LR,"Public Administration, Law, and Justice",09/29/2012 12:00:00 AM,US,,
LR,"Public Administration, Law, and Justice",10/04/2012 12:00:00 AM,LR,,
LR,"Public Administration, Law, and Justice",09/29/2012 12:00:00 AM,LR,,
LR,Education,09/03/2012 12:00:00 AM,AU,,
LR,Education,09/17/2012 12:00:00 AM,GB,,
LR,Education,10/15/2012 12:00:00 AM,GB,,
LR,Education,10/15/2012 12:00:00 AM,GB,,
LR,Education,10/30/2012 12:00:00 AM,LR,,
LR,Education,09/04/2012 12:00:00 AM,LR,,
LR,Health and other social services,10/31/2012 12:00:00 AM,LR,,
LR,Health and other social services,09/27/2012 12:00:00 AM,LR,,
LR,"Water, sanitation and flood protection",10/09/2012 12:00:00 AM,NP,,
MK,"Public Administration, Law, and Justice",09/07/2012 12:00:00 AM,MK,,
MK,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,IL,,
MK,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,IL,,
MK,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,YF,,
MK,Energy and mining,11/01/2012 12:00:00 AM,MK,,
MK,"Public Administration, Law, and Justice",08/03/2012 12:00:00 AM,MK,,
MK,"Public Administration, Law, and Justice",07/14/2012 12:00:00 AM,MK,,
MK,"Public Administration, Law, and Justice",07/03/2012 12:00:00 AM,MK,,
MK,"Public Administration, Law, and Justice",07/16/2012 12:00:00 AM,MK,,
MK,"Public Administration, Law, and Justice",08/16/2012 12:00:00 AM,MK,,
MK,"Public Administration, Law, and Justice",08/03/2012 12:00:00 AM,MK,,
MK,Energy and mining,07/18/2012 12:00:00 AM,ES,,
MG,Health and other social services,07/31/2012 12:00:00 AM,MG,,
MG,Health and other social services,09/24/2012 12:00:00 AM,MU,,
MG,Health and other social services,07/27/2012 12:00:00 AM,PL,,
MG,Health and other social services,09/24/2012 12:00:00 AM,MG,,
MG,Health and other social services,07/27/2012 12:00:00 AM,PL,,
MG,Transportation,09/24/2012 12:00:00 AM,FR,,
MG,Health and other social services,09/24/2012 12:00:00 AM,MG,,
MG,Health and other social services,07/27/2012 12:00:00 AM,PL,,
MG,"Public Administration, Law, and Justice",08/30/2012 12:00:00 AM,MG,,
MG,"Public Administration, Law, and Justice",07/30/2012 12:00:00 AM,MG,,
MG,Energy and mining,10/16/2012 12:00:00 AM,FR,,
MG,Health and other social services,10/30/2012 12:00:00 AM,MG,,
MG,Health and other social services,08/23/2012 12:00:00 AM,MG,,
MG,"Agriculture, fishing, and forestry",10/02/2012 12:00:00 AM,MG,,
MG,Health and other social services,11/21/2012 12:00:00 AM,MG,,
MG,Health and other social services,10/03/2012 12:00:00 AM,MG,,
MG,Transportation,10/01/2012 12:00:00 AM,CN,,
MG,"Agriculture, fishing, and forestry",10/02/2012 12:00:00 AM,MG,,
MG,Health and other social services,07/18/2012 12:00:00 AM,MG,,
MG,Education,07/18/2012 12:00:00 AM,MG,,
MG,Education,07/19/2012 12:00:00 AM,MG,,
MG,Education,10/09/2012 12:00:00 AM,MU,,
MG,Health and other social services,07/30/2012 12:00:00 AM,MG,,
MG,Health and other social services,07/27/2012 12:00:00 AM,PL,,
MG,Health and other social services,10/10/2012 12:00:00 AM,MG,,
MG,Health and other social services,07/27/2012 12:00:00 AM,AO,,
MG,Health and other social services,10/16/2012 12:00:00 AM,MG,,
MG,Health and other social services,08/01/2012 12:00:00 AM,US,,
MG,Energy and mining,10/29/2012 12:00:00 AM,FR,,
MG,Health and other social services,11/05/2012 12:00:00 AM,MG,,
MG,Health and other social services,09/14/2012 12:00:00 AM,MG,,
MG,"Agriculture, fishing, and forestry",07/02/2012 12:00:00 AM,1W,,
MG,"Agriculture, fishing, and forestry",07/02/2012 12:00:00 AM,1W,,
MG,Health and other social services,08/03/2012 12:00:00 AM,MG,,
MG,Health and other social services,09/25/2012 12:00:00 AM,MG,,
MW,"Water, sanitation and flood protection",07/17/2012 12:00:00 AM,MW,,
MW,"Water, sanitation and flood protection",12/02/2012 12:00:00 AM,MW,,
MW,"Water, sanitation and flood protection",12/02/2012 12:00:00 AM,MW,,
MW,"Water, sanitation and flood protection",09/25/2012 12:00:00 AM,MW,,
MW,"Water, sanitation and flood protection",09/25/2012 12:00:00 AM,MW,,
MW,"Agriculture, fishing, and forestry",11/20/2012 12:00:00 AM,MW,,
MW,"Agriculture, fishing, and forestry",11/20/2012 12:00:00 AM,MW,,
MW,"Public Administration, Law, and Justice",08/20/2012 12:00:00 AM,SG,,
MW,"Water, sanitation and flood protection",08/10/2012 12:00:00 AM,NO,,
MW,"Water, sanitation and flood protection",10/12/2012 12:00:00 AM,IN,,
MW,"Public Administration, Law, and Justice",08/22/2012 12:00:00 AM,MW,,
MW,"Public Administration, Law, and Justice",08/22/2012 12:00:00 AM,MW,,
MW,"Public Administration, Law, and Justice",08/22/2012 12:00:00 AM,MW,,
MW,"Water, sanitation and flood protection",11/28/2012 12:00:00 AM,DE,,
MW,"Water, sanitation and flood protection",10/29/2012 12:00:00 AM,IN,,
MW,"Water, sanitation and flood protection",08/31/2012 12:00:00 AM,MW,,
MW,Transportation,12/10/2012 12:00:00 AM,MW,,
MW,Health and other social services,07/30/2012 12:00:00 AM,MU,,
MW,"Agriculture, fishing, and forestry",11/02/2012 12:00:00 AM,MW,,
MW,"Agriculture, fishing, and forestry",11/02/2012 12:00:00 AM,MW,,
MV,"Public Administration, Law, and Justice",07/01/2012 12:00:00 AM,MV,,
MV,"Public Administration, Law, and Justice",10/10/2012 12:00:00 AM,CZ,,
MV,"Public Administration, Law, and Justice",07/25/2012 12:00:00 AM,MV,,
MV,"Public Administration, Law, and Justice",07/01/2012 12:00:00 AM,US,,
ML,"Water, sanitation and flood protection",11/20/2012 12:00:00 AM,ML,,
MR,Energy and mining,09/13/2012 12:00:00 AM,GB,,
MR,"Public Administration, Law, and Justice",09/26/2012 12:00:00 AM,MR,,
MR,Energy and mining,10/08/2012 12:00:00 AM,FR,,
MR,Energy and mining,10/08/2012 12:00:00 AM,FR,,
MX,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,MX,,
MX,Health and other social services,07/11/2012 12:00:00 AM,MX,,
MX,"Agriculture, fishing, and forestry",09/06/2012 12:00:00 AM,MX,,
MX,Finance,08/28/2012 12:00:00 AM,MX,,
MX,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,MX,,
MX,Finance,09/10/2012 12:00:00 AM,MX,,
5M,Education,07/05/2012 12:00:00 AM,TN,,
MD,Information and communications,11/12/2012 12:00:00 AM,MD,,
MD,Information and communications,10/29/2012 12:00:00 AM,MD,,
MD,Health and other social services,08/28/2012 12:00:00 AM,GR,,
MD,Information and communications,11/12/2012 12:00:00 AM,MD,,
MD,Health and other social services,10/03/2012 12:00:00 AM,RO,,
MD,Health and other social services,08/28/2012 12:00:00 AM,PL,,
MD,Health and other social services,08/20/2012 12:00:00 AM,GR,,
MD,Information and communications,11/05/2012 12:00:00 AM,MD,,
MD,Information and communications,09/11/2012 12:00:00 AM,MD,,
MD,"Water, sanitation and flood protection",10/16/2012 12:00:00 AM,MD,,
MD,"Water, sanitation and flood protection",10/27/2012 12:00:00 AM,MD,,
MD,Education,09/11/2012 12:00:00 AM,MD,,
MD,Finance,10/30/2012 12:00:00 AM,CA,,
MD,Information and communications,10/22/2012 12:00:00 AM,MD,,
MD,Education,09/11/2012 12:00:00 AM,MD,,
MD,Information and communications,08/28/2012 12:00:00 AM,MD,,
MD,Information and communications,08/28/2012 12:00:00 AM,MD,,
MD,Information and communications,11/08/2012 12:00:00 AM,MD,,
MD,Education,11/20/2012 12:00:00 AM,MD,,
MD,Education,09/11/2012 12:00:00 AM,MD,,
MD,Health and other social services,10/24/2012 12:00:00 AM,MD,,
MD,Education,11/16/2012 12:00:00 AM,RO,,
MD,Education,11/19/2012 12:00:00 AM,RO,,
MD,"Agriculture, fishing, and forestry",07/05/2012 12:00:00 AM,DE,,
MD,"Water, sanitation and flood protection",11/15/2012 12:00:00 AM,IT,,
MD,Industry and trade,11/15/2012 12:00:00 AM,IT,,
MD,Finance,12/03/2012 12:00:00 AM,RO,,
MD,Industry and trade,10/23/2012 12:00:00 AM,RO,,
MD,Industry and trade,10/12/2012 12:00:00 AM,AT,,
MD,Industry and trade,10/23/2012 12:00:00 AM,MD,,
MD,Health and other social services,07/24/2012 12:00:00 AM,RO,,
MD,Health and other social services,11/21/2012 12:00:00 AM,RO,,
MD,Education,12/03/2012 12:00:00 AM,MD,,
MD,"Public Administration, Law, and Justice",08/23/2012 12:00:00 AM,MD,,
MD,"Public Administration, Law, and Justice",09/19/2012 12:00:00 AM,UA,,
MD,"Public Administration, Law, and Justice",10/26/2012 12:00:00 AM,MD,,
MD,Health and other social services,07/30/2012 12:00:00 AM,MD,,
MD,Finance,07/02/2012 12:00:00 AM,MD,,
MD,Education,09/24/2012 12:00:00 AM,MD,,
MD,Education,09/11/2012 12:00:00 AM,MD,,
MD,Education,09/11/2012 12:00:00 AM,MD,,
MD,Education,09/24/2012 12:00:00 AM,MD,,
MD,Education,09/11/2012 12:00:00 AM,MD,,
MD,Health and other social services,11/01/2012 12:00:00 AM,MD,,
MN,Information and communications,07/06/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
MN,Finance,09/11/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/08/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",07/14/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/08/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",07/04/2012 12:00:00 AM,MN,,
MN,Energy and mining,07/04/2012 12:00:00 AM,MN,,
MN,Energy and mining,08/17/2012 12:00:00 AM,US,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/18/2012 12:00:00 AM,MN,,
MN,"Public Administration, Law, and Justice",09/06/2012 12:00:00 AM,MN,,
ME,Health and other social services,11/12/2012 12:00:00 AM,ME,,
ME,Health and other social services,07/25/2012 12:00:00 AM,ME,,
ME,Health and other social services,07/25/2012 12:00:00 AM,ME,,
ME,Health and other social services,09/25/2012 12:00:00 AM,ME,,
ME,Health and other social services,11/22/2012 12:00:00 AM,ME,,
ME,Health and other social services,08/01/2012 12:00:00 AM,ME,,
ME,Energy and mining,08/27/2012 12:00:00 AM,ME,,
ME,Energy and mining,08/27/2012 12:00:00 AM,ME,,
ME,"Public Administration, Law, and Justice",11/26/2012 12:00:00 AM,ME,,
ME,"Public Administration, Law, and Justice",09/27/2012 12:00:00 AM,DE,,
ME,"Public Administration, Law, and Justice",09/17/2012 12:00:00 AM,ME,,
ME,"Public Administration, Law, and Justice",08/31/2012 12:00:00 AM,BA,,
ME,"Public Administration, Law, and Justice",08/31/2012 12:00:00 AM,SI,,
ME,"Public Administration, Law, and Justice",10/09/2012 12:00:00 AM,YF,,
ME,"Public Administration, Law, and Justice",10/11/2012 12:00:00 AM,GE,,
ME,"Public Administration, Law, and Justice",07/06/2012 12:00:00 AM,ME,,
ME,"Agriculture, fishing, and forestry",10/22/2012 12:00:00 AM,ME,,
ME,Health and other social services,08/23/2012 12:00:00 AM,ME,,
ME,Health and other social services,08/22/2012 12:00:00 AM,ME,,
MA,"Agriculture, fishing, and forestry",10/24/2012 12:00:00 AM,ES,,
MA,"Water, sanitation and flood protection",08/10/2012 12:00:00 AM,FR,,
MA,"Agriculture, fishing, and forestry",08/06/2012 12:00:00 AM,MA,,
MA,"Water, sanitation and flood protection",11/06/2012 12:00:00 AM,MA,,
MA,"Agriculture, fishing, and forestry",08/22/2012 12:00:00 AM,MA,,
MA,"Agriculture, fishing, and forestry",09/21/2012 12:00:00 AM,MA,,
MA,"Agriculture, fishing, and forestry",08/22/2012 12:00:00 AM,MA,,
MA,"Agriculture, fishing, and forestry",08/22/2012 12:00:00 AM,MA,,
MA,"Agriculture, fishing, and forestry",08/16/2012 12:00:00 AM,MA,,
MA,"Public Administration, Law, and Justice",10/11/2012 12:00:00 AM,MA,,
MZ,Education,10/15/2012 12:00:00 AM,MZ,,
MZ,"Agriculture, fishing, and forestry",07/03/2012 12:00:00 AM,FR,,
MZ,"Public Administration, Law, and Justice",07/05/2012 12:00:00 AM,MZ,,
MZ,Education,09/10/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",08/20/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",10/01/2012 12:00:00 AM,ZA,,
MZ,"Public Administration, Law, and Justice",07/18/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",08/20/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/12/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/05/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/03/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/05/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,Transportation,07/13/2012 12:00:00 AM,IN,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Water, sanitation and flood protection",08/27/2012 12:00:00 AM,GB,,
MZ,"Water, sanitation and flood protection",08/27/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/16/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",07/11/2012 12:00:00 AM,MZ,,
MZ,"Water, sanitation and flood protection",08/27/2012 12:00:00 AM,AU,,
MZ,"Public Administration, Law, and Justice",10/01/2012 12:00:00 AM,BR,,
MZ,"Agriculture, fishing, and forestry",09/17/2012 12:00:00 AM,ZA,,
MZ,"Agriculture, fishing, and forestry",09/26/2012 12:00:00 AM,MZ,,
MZ,"Public Administration, Law, and Justice",08/02/2012 12:00:00 AM,BR,,
MZ,Industry and trade,08/09/2012 12:00:00 AM,MZ,,
MZ,"Water, sanitation and flood protection",08/03/2012 12:00:00 AM,TZ,,
MZ,"Public Administration, Law, and Justice",10/11/2012 12:00:00 AM,IE,,
MZ,Energy and mining,09/04/2012 12:00:00 AM,DE,,
MZ,Energy and mining,09/04/2012 12:00:00 AM,DE,,
MZ,Energy and mining,09/04/2012 12:00:00 AM,ZA,,
MZ,Energy and mining,09/04/2012 12:00:00 AM,ZA,,
MZ,"Public Administration, Law, and Justice",10/01/2012 12:00:00 AM,ZA,,
MZ,"Water, sanitation and flood protection",08/27/2012 12:00:00 AM,BW,,
NP,Transportation,10/09/2012 12:00:00 AM,NP,,
NP,Transportation,10/09/2012 12:00:00 AM,NP,,
NP,Transportation,07/06/2012 12:00:00 AM,NP,,
NP,Transportation,07/06/2012 12:00:00 AM,NP,,
NP,Transportation,07/06/2012 12:00:00 AM,NP,,
NP,Transportation,07/06/2012 12:00:00 AM,NP,,
NP,Health and other social services,07/15/2012 12:00:00 AM,NP,,
NP,Transportation,08/27/2012 12:00:00 AM,NP,,
NP,Transportation,08/27/2012 12:00:00 AM,NP,,
NP,Transportation,08/26/2012 12:00:00 AM,NP,,
NP,Transportation,08/27/2012 12:00:00 AM,NP,,
NP,Transportation,08/27/2012 12:00:00 AM,NP,,
NP,Transportation,08/26/2012 12:00:00 AM,NP,,
NP,Transportation,08/26/2012 12:00:00 AM,NP,,
NP,Transportation,09/04/2012 12:00:00 AM,NP,,
NP,Transportation,09/04/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/01/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/01/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/01/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/01/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/01/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/30/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/30/2012 12:00:00 AM,NP,,
NP,Health and other social services,08/30/2012 12:00:00 AM,NP,,
NP,Health and other social services,09/05/2012 12:00:00 AM,IN,,
NP,"Public Administration, Law, and Justice",07/23/2012 12:00:00 AM,CA,,
NP,Health and other social services,11/02/2012 12:00:00 AM,NP,,
NP,Health and other social services,11/02/2012 12:00:00 AM,NP,,
NI,"Public Administration, Law, and Justice",09/07/2012 12:00:00 AM,NI,,
NI,Health and other social services,10/11/2012 12:00:00 AM,NI,,
NI,Health and other social services,08/08/2012 12:00:00 AM,NI,,
NI,"Water, sanitation and flood protection",08/28/2012 12:00:00 AM,NI,,
NI,"Agriculture, fishing, and forestry",07/02/2012 12:00:00 AM,NI,,
NI,Health and other social services,07/17/2012 12:00:00 AM,NI,,
NI,Education,10/12/2012 12:00:00 AM,NI,,
NI,"Agriculture, fishing, and forestry",08/31/2012 12:00:00 AM,NI,,
NI,"Water, sanitation and flood protection",09/06/2012 12:00:00 AM,NI,,
NI,"Water, sanitation and flood protection",09/06/2012 12:00:00 AM,NI,,
NI,"Water, sanitation and flood protection",09/06/2012 12:00:00 AM,US,,
NI,Transportation,07/06/2012 12:00:00 AM,NI,,
NI,Transportation,07/06/2012 12:00:00 AM,NI,,
NI,Transportation,07/05/2012 12:00:00 AM,NI,,
NI,Transportation,07/05/2012 12:00:00 AM,NI,,
NI,Transportation,07/05/2012 12:00:00 AM,NI,,
NI,Transportation,07/19/2012 12:00:00 AM,NI,,
NI,Transportation,07/19/2012 12:00:00 AM,NI,,
NI,Transportation,07/19/2012 12:00:00 AM,NI,,
NI,Transportation,07/23/2012 12:00:00 AM,NI,,
NI,Transportation,08/29/2012 12:00:00 AM,NI,,
NI,Transportation,08/27/2012 12:00:00 AM,NI,,
NI,Transportation,09/06/2012 12:00:00 AM,NI,,
NI,Health and other social services,10/04/2012 12:00:00 AM,NI,,
NI,Health and other social services,07/05/2012 12:00:00 AM,NI,,
NI,Health and other social services,07/09/2012 12:00:00 AM,NI,,
NI,"Agriculture, fishing, and forestry",07/19/2012 12:00:00 AM,NI,,
NI,Health and other social services,07/26/2012 12:00:00 AM,NI,,
NI,Health and other social services,10/11/2012 12:00:00 AM,NI,,
NI,Health and other social services,10/04/2012 12:00:00 AM,NI,,
NI,Health and other social services,08/08/2012 12:00:00 AM,NI,,
NI,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,NI,,
NI,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,NI,,
NI,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,NI,,
NI,"Public Administration, Law, and Justice",07/26/2012 12:00:00 AM,NI,,
NI,Information and communications,09/26/2012 12:00:00 AM,NI,,
NE,"Public Administration, Law, and Justice",08/06/2012 12:00:00 AM,NE,,
NE,"Water, sanitation and flood protection",08/01/2012 12:00:00 AM,FR,,
NE,"Agriculture, fishing, and forestry",10/03/2012 12:00:00 AM,NE,,
NE,"Agriculture, fishing, and forestry",07/08/2012 12:00:00 AM,NE,,
NE,Transportation,07/02/2012 12:00:00 AM,NE,,
NG,Energy and mining,09/18/2012 12:00:00 AM,NG,,
NG,Energy and mining,09/18/2012 12:00:00 AM,NG,,
NG,Industry and trade,08/28/2012 12:00:00 AM,NG,,
NG,Industry and trade,08/28/2012 12:00:00 AM,NG,,
NG,Transportation,11/01/2012 12:00:00 AM,NG,,
NG,Transportation,11/01/2012 12:00:00 AM,NG,,
NG,Transportation,11/01/2012 12:00:00 AM,NG,,
NG,Transportation,11/01/2012 12:00:00 AM,NG,,
NG,Transportation,11/01/2012 12:00:00 AM,NG,,
NG,Transportation,11/01/2012 12:00:00 AM,NG,,
NG,Transportation,11/01/2012 12:00:00 AM,NG,,
NG,Finance,10/25/2012 12:00:00 AM,NG,,
NG,Finance,11/19/2012 12:00:00 AM,NG,,
NG,"Water, sanitation and flood protection",07/04/2012 12:00:00 AM,NG,,
NG,Transportation,09/25/2012 12:00:00 AM,CN,,
NG,Transportation,07/03/2012 12:00:00 AM,GB,,
NG,Energy and mining,08/08/2012 12:00:00 AM,NG,,
NG,Energy and mining,08/08/2012 12:00:00 AM,NG,,
NG,Energy and mining,08/08/2012 12:00:00 AM,NG,,
NG,Energy and mining,08/08/2012 12:00:00 AM,NG,,
NG,Energy and mining,08/08/2012 12:00:00 AM,IN,,
NG,"Public Administration, Law, and Justice",08/08/2012 12:00:00 AM,NG,,
NG,"Water, sanitation and flood protection",09/28/2012 12:00:00 AM,NG,,
NG,Transportation,07/26/2012 12:00:00 AM,ZA,,
NG,Transportation,09/19/2012 12:00:00 AM,GB,,
6O,Information and communications,07/19/2012 12:00:00 AM,VC,,
6O,"Water, sanitation and flood protection",08/01/2012 12:00:00 AM,US,,
6O,"Public Administration, Law, and Justice",08/27/2012 12:00:00 AM,VC,,
6O,"Public Administration, Law, and Justice",08/27/2012 12:00:00 AM,VC,,
6O,Information and communications,09/14/2012 12:00:00 AM,NO,,
6O,"Public Administration, Law, and Justice",09/14/2012 12:00:00 AM,NO,,
6O,"Public Administration, Law, and Justice",07/19/2012 12:00:00 AM,VC,,
PK,"Water, sanitation and flood protection",09/07/2012 12:00:00 AM,PK,,
PK,Health and other social services,07/22/2012 12:00:00 AM,PK,,
PK,"Public Administration, Law, and Justice",07/05/2012 12:00:00 AM,PK,,
PK,Health and other social services,07/19/2012 12:00:00 AM,PK,,
PA,"Water, sanitation and flood protection",07/13/2012 12:00:00 AM,PA,,
PG,"Agriculture, fishing, and forestry",07/03/2012 12:00:00 AM,PG,,
PG,"Agriculture, fishing, and forestry",07/03/2012 12:00:00 AM,PG,,
PG,Health and other social services,09/24/2012 12:00:00 AM,PG,,
PG,Health and other social services,09/10/2012 12:00:00 AM,DE,,
PG,Health and other social services,09/26/2012 12:00:00 AM,VU,,
PG,Health and other social services,10/01/2012 12:00:00 AM,PG,,
PG,Health and other social services,10/12/2012 12:00:00 AM,PG,,
PG,Health and other social services,10/04/2012 12:00:00 AM,PG,,
PG,Health and other social services,10/04/2012 12:00:00 AM,PG,,
PG,Health and other social services,10/26/2012 12:00:00 AM,PG,,
PG,Health and other social services,09/18/2012 12:00:00 AM,DE,,
PG,Health and other social services,09/18/2012 12:00:00 AM,DE,,
PG,Health and other social services,09/24/2012 12:00:00 AM,PG,,
PG,Education,08/27/2012 12:00:00 AM,PG,,
PG,Health and other social services,08/02/2012 12:00:00 AM,PG,,
PG,Health and other social services,08/02/2012 12:00:00 AM,PG,,
PG,Health and other social services,08/02/2012 12:00:00 AM,PG,,
PG,Health and other social services,10/24/2012 12:00:00 AM,PG,,
PG,Health and other social services,08/02/2012 12:00:00 AM,PG,,
PY,"Water, sanitation and flood protection",09/19/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",08/02/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",10/10/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",10/10/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",10/10/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",10/10/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",10/10/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",10/10/2012 12:00:00 AM,PY,,
PY,"Water, sanitation and flood protection",10/10/2012 12:00:00 AM,PY,,
PY,"Public Administration, Law, and Justice",10/09/2012 12:00:00 AM,PY,,
PE,"Public Administration, Law, and Justice",09/04/2012 12:00:00 AM,PE,,
PE,"Public Administration, Law, and Justice",08/30/2012 12:00:00 AM,PE,,
PE,"Public Administration, Law, and Justice",08/28/2012 12:00:00 AM,PE,,
PE,"Public Administration, Law, and Justice",09/17/2012 12:00:00 AM,PE,,
PE,"Public Administration, Law, and Justice",09/13/2012 12:00:00 AM,PE,,
PE,Transportation,08/15/2012 12:00:00 AM,PE,,
PE,"Public Administration, Law, and Justice",07/03/2012 12:00:00 AM,PE,,
PE,"Public Administration, Law, and Justice",07/03/2012 12:00:00 AM,PE,,
PE,Transportation,09/26/2012 12:00:00 AM,PE,,
PE,Transportation,09/26/2012 12:00:00 AM,PE,,
PE,Transportation,09/18/2012 12:00:00 AM,PE,,
PE,Transportation,07/10/2012 12:00:00 AM,PE,,
PE,Transportation,07/10/2012 12:00:00 AM,PE,,
PE,Transportation,07/16/2012 12:00:00 AM,PE,,
PE,Transportation,07/19/2012 12:00:00 AM,PE,,
PE,Transportation,10/03/2012 12:00:00 AM,BR,,
PE,Transportation,10/03/2012 12:00:00 AM,PE,,
PE,Transportation,09/05/2012 12:00:00 AM,PE,,
PE,Transportation,09/05/2012 12:00:00 AM,PE,,
PE,Transportation,09/05/2012 12:00:00 AM,PE,,
PE,Transportation,09/05/2012 12:00:00 AM,PE,,
